Year,State,Question,% Value
2015,Indiana,Current cigarette smoking among women aged 18-44 years,23.4
2015,Indiana,Current cigarette smoking among women aged 18-44 years,26.3
2015,Kansas,Current cigarette smoking among women aged 18-44 years,23.8
2015,Kansas,Current cigarette smoking among women aged 18-44 years,7.7
2015,Kansas,Current cigarette smoking among women aged 18-44 years,25.7
2015,Kansas,Current cigarette smoking among women aged 18-44 years,13.9
2015,Kansas,Current cigarette smoking among women aged 18-44 years,17.6
2015,Kansas,Current cigarette smoking among women aged 18-44 years,19.1
2015,Kentucky,Current cigarette smoking among women aged 18-44 years,23.6
2015,Kentucky,Current cigarette smoking among women aged 18-44 years,
2015,Kentucky,Current cigarette smoking among women aged 18-44 years,
2015,Kentucky,Current cigarette smoking among women aged 18-44 years,
2015,Kentucky,Current cigarette smoking among women aged 18-44 years,30.3
2015,Kentucky,Current cigarette smoking among women aged 18-44 years,31.5
2015,Louisiana,Current cigarette smoking among women aged 18-44 years,13
2015,Louisiana,Current cigarette smoking among women aged 18-44 years,
2015,Louisiana,Current cigarette smoking among women aged 18-44 years,
2015,Louisiana,Current cigarette smoking among women aged 18-44 years,
2015,Louisiana,Current cigarette smoking among women aged 18-44 years,19.4
2015,Louisiana,Current cigarette smoking among women aged 18-44 years,24.7
2015,Massachusetts,Current cigarette smoking among women aged 18-44 years,13.8
2015,Massachusetts,Current cigarette smoking among women aged 18-44 years,8.9
2015,Massachusetts,Current cigarette smoking among women aged 18-44 years,
2015,Massachusetts,Current cigarette smoking among women aged 18-44 years,
2015,Massachusetts,Current cigarette smoking among women aged 18-44 years,12.4
2015,Massachusetts,Current cigarette smoking among women aged 18-44 years,14.5
2015,Maryland,Current cigarette smoking among women aged 18-44 years,13.5
2015,Maryland,Current cigarette smoking among women aged 18-44 years,
2015,Maryland,Current cigarette smoking among women aged 18-44 years,
2015,Maryland,Current cigarette smoking among women aged 18-44 years,
2015,Maryland,Current cigarette smoking among women aged 18-44 years,22.8
2015,Maine,Current cigarette smoking among women aged 18-44 years,
2015,Maine,Current cigarette smoking among women aged 18-44 years,
2015,Maine,Current cigarette smoking among women aged 18-44 years,
2015,Maine,Current cigarette smoking among women aged 18-44 years,
2015,Maine,Current cigarette smoking among women aged 18-44 years,24.5
2015,Maine,Current cigarette smoking among women aged 18-44 years,24.1
2015,Michigan,Current cigarette smoking among women aged 18-44 years,22.9
2015,Michigan,Current cigarette smoking among women aged 18-44 years,26
2015,Michigan,Current cigarette smoking among women aged 18-44 years,
2015,Michigan,Current cigarette smoking among women aged 18-44 years,
2015,Michigan,Current cigarette smoking among women aged 18-44 years,23.1
2015,Michigan,Current cigarette smoking among women aged 18-44 years,23.6
2015,Minnesota,Current cigarette smoking among women aged 18-44 years,16
2015,Minnesota,Current cigarette smoking among women aged 18-44 years,14.3
2015,Minnesota,Current cigarette smoking among women aged 18-44 years,41.9
2015,Minnesota,Current cigarette smoking among women aged 18-44 years,9.8
2015,Minnesota,Current cigarette smoking among women aged 18-44 years,17.2
2015,Minnesota,Current cigarette smoking among women aged 18-44 years,17.8
2015,Missouri,Current cigarette smoking among women aged 18-44 years,15.5
2015,Missouri,Current cigarette smoking among women aged 18-44 years,
2015,Missouri,Current cigarette smoking among women aged 18-44 years,
2015,Missouri,Current cigarette smoking among women aged 18-44 years,
2015,Missouri,Current cigarette smoking among women aged 18-44 years,24.4
2015,Missouri,Current cigarette smoking among women aged 18-44 years,26.2
2015,Mississippi,Current cigarette smoking among women aged 18-44 years,13.2
2015,Mississippi,Current cigarette smoking among women aged 18-44 years,
2015,Mississippi,Current cigarette smoking among women aged 18-44 years,
2015,Mississippi,Current cigarette smoking among women aged 18-44 years,
2015,Mississippi,Current cigarette smoking among women aged 18-44 years,19.3
2015,Mississippi,Current cigarette smoking among women aged 18-44 years,26.2
2015,Montana,Current cigarette smoking among women aged 18-44 years,
2015,Montana,Current cigarette smoking among women aged 18-44 years,
2015,New Mexico,Current cigarette smoking among women aged 18-44 years,23.4
2015,Montana,Current cigarette smoking among women aged 18-44 years,
2015,Montana,Current cigarette smoking among women aged 18-44 years,37.4
2015,Montana,Current cigarette smoking among women aged 18-44 years,21.9
2015,Montana,Current cigarette smoking among women aged 18-44 years,19.8
2015,North Carolina,Current cigarette smoking among women aged 18-44 years,13.7
2015,North Carolina,Current cigarette smoking among women aged 18-44 years,
2015,North Carolina,Current cigarette smoking among women aged 18-44 years,
2015,North Carolina,Current cigarette smoking among women aged 18-44 years,
2015,North Carolina,Current cigarette smoking among women aged 18-44 years,17.8
2015,North Carolina,Current cigarette smoking among women aged 18-44 years,23.3
2015,North Dakota,Current cigarette smoking among women aged 18-44 years,
2015,North Dakota,Current cigarette smoking among women aged 18-44 years,
2015,North Dakota,Current cigarette smoking among women aged 18-44 years,
2015,North Dakota,Current cigarette smoking among women aged 18-44 years,
2015,North Dakota,Current cigarette smoking among women aged 18-44 years,19.2
2015,North Dakota,Current cigarette smoking among women aged 18-44 years,17.8
2015,Nebraska,Current cigarette smoking among women aged 18-44 years,
2015,Nebraska,Current cigarette smoking among women aged 18-44 years,11.8
2015,Nebraska,Current cigarette smoking among women aged 18-44 years,
2015,Nevada,Current cigarette smoking among women aged 18-44 years,
2015,Nebraska,Current cigarette smoking among women aged 18-44 years,
2015,Nebraska,Current cigarette smoking among women aged 18-44 years,18.8
2015,Nebraska,Current cigarette smoking among women aged 18-44 years,20.1
2015,New Hampshire,Current cigarette smoking among women aged 18-44 years,
2015,New Hampshire,Current cigarette smoking among women aged 18-44 years,
2015,New Hampshire,Current cigarette smoking among women aged 18-44 years,
2015,New Hampshire,Current cigarette smoking among women aged 18-44 years,
2015,New Hampshire,Current cigarette smoking among women aged 18-44 years,18
2015,New Hampshire,Current cigarette smoking among women aged 18-44 years,18.7
2015,New Jersey,Current cigarette smoking among women aged 18-44 years,12.6
2015,New Jersey,Current cigarette smoking among women aged 18-44 years,5.6
2015,New Jersey,Current cigarette smoking among women aged 18-44 years,
2015,New Jersey,Current cigarette smoking among women aged 18-44 years,
2015,New Jersey,Current cigarette smoking among women aged 18-44 years,11.6
2015,New Jersey,Current cigarette smoking among women aged 18-44 years,14.8
2015,New Mexico,Current cigarette smoking among women aged 18-44 years,
2015,New Mexico,Current cigarette smoking among women aged 18-44 years,17.1
2015,New Mexico,Current cigarette smoking among women aged 18-44 years,
2015,New Mexico,Current cigarette smoking among women aged 18-44 years,
2015,New Mexico,Current cigarette smoking among women aged 18-44 years,18.9
2015,Nevada,Current cigarette smoking among women aged 18-44 years,
2015,Nevada,Current cigarette smoking among women aged 18-44 years,
2015,Nevada,Current cigarette smoking among women aged 18-44 years,
2015,Nevada,Current cigarette smoking among women aged 18-44 years,14.7
2015,Nevada,Current cigarette smoking among women aged 18-44 years,17.2
2015,New York,Current cigarette smoking among women aged 18-44 years,11
2015,New York,Current cigarette smoking among women aged 18-44 years,10.4
2015,New York,Current cigarette smoking among women aged 18-44 years,
2015,New York,Current cigarette smoking among women aged 18-44 years,
2015,New York,Current cigarette smoking among women aged 18-44 years,13
2015,New York,Current cigarette smoking among women aged 18-44 years,17.1
2015,Ohio,Current cigarette smoking among women aged 18-44 years,28.6
2015,Ohio,Current cigarette smoking among women aged 18-44 years,
2015,Ohio,Current cigarette smoking among women aged 18-44 years,
2015,Ohio,Current cigarette smoking among women aged 18-44 years,
2015,Ohio,Current cigarette smoking among women aged 18-44 years,24.3
2015,Ohio,Current cigarette smoking among women aged 18-44 years,23.1
2015,Oklahoma,Current cigarette smoking among women aged 18-44 years,
2015,Oklahoma,Current cigarette smoking among women aged 18-44 years,
2015,Oklahoma,Current cigarette smoking among women aged 18-44 years,
2015,Oklahoma,Current cigarette smoking among women aged 18-44 years,23.7
2015,Oklahoma,Current cigarette smoking among women aged 18-44 years,22.6
2015,Oklahoma,Current cigarette smoking among women aged 18-44 years,25.4
2015,Oregon,Current cigarette smoking among women aged 18-44 years,
2015,Oregon,Current cigarette smoking among women aged 18-44 years,
2015,Oregon,Current cigarette smoking among women aged 18-44 years,
2015,Oregon,Current cigarette smoking among women aged 18-44 years,
2015,Oregon,Current cigarette smoking among women aged 18-44 years,19.7
2015,Oregon,Current cigarette smoking among women aged 18-44 years,22
2015,Pennsylvania,Current cigarette smoking among women aged 18-44 years,27.1
2015,Pennsylvania,Current cigarette smoking among women aged 18-44 years,
2015,Pennsylvania,Current cigarette smoking among women aged 18-44 years,
2015,Pennsylvania,Current cigarette smoking among women aged 18-44 years,
2015,Pennsylvania,Current cigarette smoking among women aged 18-44 years,19.1
2015,Pennsylvania,Current cigarette smoking among women aged 18-44 years,16.8
2015,Puerto Rico,Current cigarette smoking among women aged 18-44 years,
2015,Puerto Rico,Current cigarette smoking among women aged 18-44 years,8.3
2015,Puerto Rico,Current cigarette smoking among women aged 18-44 years,
2015,Puerto Rico,Current cigarette smoking among women aged 18-44 years,
2015,Puerto Rico,Current cigarette smoking among women aged 18-44 years,8.5
2015,Puerto Rico,Current cigarette smoking among women aged 18-44 years,
2015,Rhode Island,Current cigarette smoking among women aged 18-44 years,
2015,Rhode Island,Current cigarette smoking among women aged 18-44 years,
2015,Rhode Island,Current cigarette smoking among women aged 18-44 years,
2015,Rhode Island,Current cigarette smoking among women aged 18-44 years,
2015,Rhode Island,Current cigarette smoking among women aged 18-44 years,13
2015,Rhode Island,Current cigarette smoking among women aged 18-44 years,14.3
2015,South Carolina,Current cigarette smoking among women aged 18-44 years,13.4
2015,South Carolina,Current cigarette smoking among women aged 18-44 years,
2015,South Carolina,Current cigarette smoking among women aged 18-44 years,
2015,South Carolina,Current cigarette smoking among women aged 18-44 years,
2015,South Carolina,Current cigarette smoking among women aged 18-44 years,18.1
2015,South Carolina,Current cigarette smoking among women aged 18-44 years,21.7
2015,South Dakota,Current cigarette smoking among women aged 18-44 years,
2015,South Dakota,Current cigarette smoking among women aged 18-44 years,
2015,South Dakota,Current cigarette smoking among women aged 18-44 years,
2015,South Dakota,Current cigarette smoking among women aged 18-44 years,37.9
2015,South Dakota,Current cigarette smoking among women aged 18-44 years,27.5
2015,South Dakota,Current cigarette smoking among women aged 18-44 years,23.5
2015,Tennessee,Current cigarette smoking among women aged 18-44 years,
2015,Tennessee,Current cigarette smoking among women aged 18-44 years,
2015,Tennessee,Current cigarette smoking among women aged 18-44 years,
2015,Tennessee,Current cigarette smoking among women aged 18-44 years,
2015,Tennessee,Current cigarette smoking among women aged 18-44 years,21.1
2015,Tennessee,Current cigarette smoking among women aged 18-44 years,25.6
2015,Texas,Current cigarette smoking among women aged 18-44 years,17.1
2015,Texas,Current cigarette smoking among women aged 18-44 years,7.2
2015,Texas,Current cigarette smoking among women aged 18-44 years,
2015,Texas,Current cigarette smoking among women aged 18-44 years,
2015,Texas,Current cigarette smoking among women aged 18-44 years,13.1
2015,Texas,Current cigarette smoking among women aged 18-44 years,21.4
2015,United States,Current cigarette smoking among women aged 18-44 years,17.8
2015,Utah,Current cigarette smoking among women aged 18-44 years,
2015,Utah,Current cigarette smoking among women aged 18-44 years,5.6
2015,Utah,Current cigarette smoking among women aged 18-44 years,
2015,Utah,Current cigarette smoking among women aged 18-44 years,
2015,Utah,Current cigarette smoking among women aged 18-44 years,7.4
2015,Utah,Current cigarette smoking among women aged 18-44 years,7.6
2015,Virginia,Current cigarette smoking among women aged 18-44 years,19.7
2015,Virginia,Current cigarette smoking among women aged 18-44 years,
2015,Virginia,Current cigarette smoking among women aged 18-44 years,
2015,Virginia,Current cigarette smoking among women aged 18-44 years,
2015,Virginia,Current cigarette smoking among women aged 18-44 years,16.4
2015,Virginia,Current cigarette smoking among women aged 18-44 years,18.3
2015,Virgin Islands,Current cigarette smoking among women aged 18-44 years,
2015,Virgin Islands,Current cigarette smoking among women aged 18-44 years,
2015,Virgin Islands,Current cigarette smoking among women aged 18-44 years,
2015,Virgin Islands,Current cigarette smoking among women aged 18-44 years,
2015,Virgin Islands,Current cigarette smoking among women aged 18-44 years,
2015,Virgin Islands,Current cigarette smoking among women aged 18-44 years,
2015,Vermont,Current cigarette smoking among women aged 18-44 years,
2015,Vermont,Current cigarette smoking among women aged 18-44 years,
2015,Vermont,Current cigarette smoking among women aged 18-44 years,
2015,Vermont,Current cigarette smoking among women aged 18-44 years,
2015,Vermont,Current cigarette smoking among women aged 18-44 years,17.4
2015,Vermont,Current cigarette smoking among women aged 18-44 years,17.3
2015,Washington,Current cigarette smoking among women aged 18-44 years,
2015,Washington,Current cigarette smoking among women aged 18-44 years,7.7
2015,Washington,Current cigarette smoking among women aged 18-44 years,23.3
2015,Washington,Current cigarette smoking among women aged 18-44 years,10.3
2015,Washington,Current cigarette smoking among women aged 18-44 years,14.4
2015,Washington,Current cigarette smoking among women aged 18-44 years,15.9
2015,Wisconsin,Current cigarette smoking among women aged 18-44 years,
2015,Wisconsin,Current cigarette smoking among women aged 18-44 years,
2015,Wisconsin,Current cigarette smoking among women aged 18-44 years,
2015,Wisconsin,Current cigarette smoking among women aged 18-44 years,
2015,Wisconsin,Current cigarette smoking among women aged 18-44 years,15.7
2015,Wisconsin,Current cigarette smoking among women aged 18-44 years,14.4
2015,West Virginia,Current cigarette smoking among women aged 18-44 years,
2015,West Virginia,Current cigarette smoking among women aged 18-44 years,
2015,West Virginia,Current cigarette smoking among women aged 18-44 years,
2015,West Virginia,Current cigarette smoking among women aged 18-44 years,
2015,West Virginia,Current cigarette smoking among women aged 18-44 years,33.6
2015,West Virginia,Current cigarette smoking among women aged 18-44 years,34
2015,Wyoming,Current cigarette smoking among women aged 18-44 years,
2015,Wyoming,Current cigarette smoking among women aged 18-44 years,
2015,Wyoming,Current cigarette smoking among women aged 18-44 years,
2015,Wyoming,Current cigarette smoking among women aged 18-44 years,
2015,Wyoming,Current cigarette smoking among women aged 18-44 years,20.1
2015,Wyoming,Current cigarette smoking among women aged 18-44 years,18.9
2012,Alabama,Current smoking among adults aged >= 18 years,26.5
2012,Iowa,Current smoking among adults aged >= 18 years,17.6
2012,Arkansas,Current smoking among adults aged >= 18 years,22.8
2012,Arkansas,Current smoking among adults aged >= 18 years,16
2012,Arkansas,Current smoking among adults aged >= 18 years,27.5
2012,North Dakota,Current smoking among adults aged >= 18 years,23.6
2012,New Jersey,Current smoking among adults aged >= 18 years,20.3
2012,Rhode Island,Current smoking among adults aged >= 18 years,18.8
2012,Tennessee,Current smoking among adults aged >= 18 years,27.2
2012,Virginia,Current smoking among adults aged >= 18 years,16.6
2012,Virginia,Current smoking among adults aged >= 18 years,19.3
2012,Virginia,Current smoking among adults aged >= 18 years,21.6
2012,Wyoming,Current smoking among adults aged >= 18 years,24.6
2012,Alaska,Current smoking among adults aged >= 18 years,
2012,Alaska,Current smoking among adults aged >= 18 years,18.7
2012,Alaska,Current smoking among adults aged >= 18 years,18.9
2012,Alaska,Current smoking among adults aged >= 18 years,21.2
2012,Alaska,Current smoking among adults aged >= 18 years,25.1
2012,Alaska,Current smoking among adults aged >= 18 years,30.3
2012,Alaska,Current smoking among adults aged >= 18 years,20
2012,Alaska,Current smoking among adults aged >= 18 years,16.7
2012,Alabama,Current smoking among adults aged >= 18 years,21.4
2012,Alabama,Current smoking among adults aged >= 18 years,22.4
2012,Alabama,Current smoking among adults aged >= 18 years,18
2012,Alabama,Current smoking among adults aged >= 18 years,34
2012,Alabama,Current smoking among adults aged >= 18 years,27.9
2012,Alabama,Current smoking among adults aged >= 18 years,24.4
2012,Alabama,Current smoking among adults aged >= 18 years,25.9
2012,Arkansas,Current smoking among adults aged >= 18 years,30.6
2012,Arkansas,Current smoking among adults aged >= 18 years,23.8
2012,Arkansas,Current smoking among adults aged >= 18 years,14.5
2012,Arkansas,Current smoking among adults aged >= 18 years,27.7
2012,Arkansas,Current smoking among adults aged >= 18 years,33.9
2012,Arkansas,Current smoking among adults aged >= 18 years,24.6
2012,Arkansas,Current smoking among adults aged >= 18 years,25.7
2012,Arkansas,Current smoking among adults aged >= 18 years,26.1
2012,Arizona,Current smoking among adults aged >= 18 years,25.1
2012,Arizona,Current smoking among adults aged >= 18 years,14.7
2012,Arizona,Current smoking among adults aged >= 18 years,13.4
2012,Arizona,Current smoking among adults aged >= 18 years,19.6
2012,Arizona,Current smoking among adults aged >= 18 years,23
2012,Arizona,Current smoking among adults aged >= 18 years,12.5
2012,Arizona,Current smoking among adults aged >= 18 years,17.2
2012,Arizona,Current smoking among adults aged >= 18 years,19.4
2012,California,Current smoking among adults aged >= 18 years,15.1
2012,California,Current smoking among adults aged >= 18 years,10.1
2012,California,Current smoking among adults aged >= 18 years,10.9
2012,California,Current smoking among adults aged >= 18 years,14.9
2012,California,Current smoking among adults aged >= 18 years,21.8
2012,California,Current smoking among adults aged >= 18 years,8.3
2012,California,Current smoking among adults aged >= 18 years,12.5
2012,California,Current smoking among adults aged >= 18 years,15.2
2012,Colorado,Current smoking among adults aged >= 18 years,20.8
2012,Colorado,Current smoking among adults aged >= 18 years,16.2
2012,Colorado,Current smoking among adults aged >= 18 years,19.7
2012,Colorado,Current smoking among adults aged >= 18 years,19
2012,Colorado,Current smoking among adults aged >= 18 years,27.3
2012,Colorado,Current smoking among adults aged >= 18 years,19.2
2012,Colorado,Current smoking among adults aged >= 18 years,17.6
2012,Colorado,Current smoking among adults aged >= 18 years,17.1
2012,Connecticut,Current smoking among adults aged >= 18 years,16.7
2012,Connecticut,Current smoking among adults aged >= 18 years,14.3
2012,Connecticut,Current smoking among adults aged >= 18 years,17.1
2012,Connecticut,Current smoking among adults aged >= 18 years,19.2
2012,Connecticut,Current smoking among adults aged >= 18 years,28.6
2012,Connecticut,Current smoking among adults aged >= 18 years,11.5
2012,Connecticut,Current smoking among adults aged >= 18 years,16.7
2012,Connecticut,Current smoking among adults aged >= 18 years,17.3
2012,District of Columbia,Current smoking among adults aged >= 18 years,29.2
2012,District of Columbia,Current smoking among adults aged >= 18 years,17.3
2012,District of Columbia,Current smoking among adults aged >= 18 years,22.6
2012,District of Columbia,Current smoking among adults aged >= 18 years,22.2
2012,District of Columbia,Current smoking among adults aged >= 18 years,26.5
2012,District of Columbia,Current smoking among adults aged >= 18 years,
2012,District of Columbia,Current smoking among adults aged >= 18 years,19.6
2012,District of Columbia,Current smoking among adults aged >= 18 years,10.8
2012,Delaware,Current smoking among adults aged >= 18 years,19.4
2012,Delaware,Current smoking among adults aged >= 18 years,19.5
2012,Delaware,Current smoking among adults aged >= 18 years,13.5
2012,Delaware,Current smoking among adults aged >= 18 years,21.1
2012,Delaware,Current smoking among adults aged >= 18 years,28.5
2012,Delaware,Current smoking among adults aged >= 18 years,
2012,Delaware,Current smoking among adults aged >= 18 years,20.3
2012,Delaware,Current smoking among adults aged >= 18 years,22.9
2012,Florida,Current smoking among adults aged >= 18 years,15.4
2012,Florida,Current smoking among adults aged >= 18 years,16.6
2012,Florida,Current smoking among adults aged >= 18 years,13.2
2012,Florida,Current smoking among adults aged >= 18 years,20.4
2012,Florida,Current smoking among adults aged >= 18 years,25.9
2012,Florida,Current smoking among adults aged >= 18 years,23.8
2012,Florida,Current smoking among adults aged >= 18 years,18.5
2012,Florida,Current smoking among adults aged >= 18 years,22
2012,Georgia,Current smoking among adults aged >= 18 years,19
2012,Georgia,Current smoking among adults aged >= 18 years,17.3
2012,Georgia,Current smoking among adults aged >= 18 years,17.2
2012,Georgia,Current smoking among adults aged >= 18 years,23.2
2012,Georgia,Current smoking among adults aged >= 18 years,25.9
2012,Georgia,Current smoking among adults aged >= 18 years,17.1
2012,Georgia,Current smoking among adults aged >= 18 years,20.2
2012,Georgia,Current smoking among adults aged >= 18 years,22.1
2012,Guam,Current smoking among adults aged >= 18 years,
2012,Guam,Current smoking among adults aged >= 18 years,19.8
2012,Guam,Current smoking among adults aged >= 18 years,31.6
2012,Guam,Current smoking among adults aged >= 18 years,29.8
2012,Guam,Current smoking among adults aged >= 18 years,33.9
2012,Guam,Current smoking among adults aged >= 18 years,23
2012,Guam,Current smoking among adults aged >= 18 years,24.9
2012,Guam,Current smoking among adults aged >= 18 years,15.4
2012,Hawaii,Current smoking among adults aged >= 18 years,
2012,Hawaii,Current smoking among adults aged >= 18 years,12.3
2012,Hawaii,Current smoking among adults aged >= 18 years,21.8
2012,Hawaii,Current smoking among adults aged >= 18 years,17.5
2012,Hawaii,Current smoking among adults aged >= 18 years,18.9
2012,Hawaii,Current smoking among adults aged >= 18 years,11.8
2012,Hawaii,Current smoking among adults aged >= 18 years,14.9
2012,Hawaii,Current smoking among adults aged >= 18 years,14.1
2012,Iowa,Current smoking among adults aged >= 18 years,25
2012,Iowa,Current smoking among adults aged >= 18 years,14.6
2012,Iowa,Current smoking among adults aged >= 18 years,20.1
2012,Iowa,Current smoking among adults aged >= 18 years,45.3
2012,Iowa,Current smoking among adults aged >= 18 years,19
2012,Iowa,Current smoking among adults aged >= 18 years,18.8
2012,Iowa,Current smoking among adults aged >= 18 years,18.8
2012,Idaho,Current smoking among adults aged >= 18 years,
2012,Idaho,Current smoking among adults aged >= 18 years,16.9
2012,Idaho,Current smoking among adults aged >= 18 years,13.4
2012,Idaho,Current smoking among adults aged >= 18 years,16.5
2012,Idaho,Current smoking among adults aged >= 18 years,26.2
2012,Idaho,Current smoking among adults aged >= 18 years,22.6
2012,Idaho,Current smoking among adults aged >= 18 years,16.7
2012,Idaho,Current smoking among adults aged >= 18 years,16.5
2012,Illinois,Current smoking among adults aged >= 18 years,22.4
2012,Illinois,Current smoking among adults aged >= 18 years,16.6
2012,Illinois,Current smoking among adults aged >= 18 years,12.2
2012,Illinois,Current smoking among adults aged >= 18 years,21.1
2012,Illinois,Current smoking among adults aged >= 18 years,22.4
2012,Illinois,Current smoking among adults aged >= 18 years,15.4
2012,Illinois,Current smoking among adults aged >= 18 years,18.9
2012,Illinois,Current smoking among adults aged >= 18 years,19.9
2012,Indiana,Current smoking among adults aged >= 18 years,28
2012,Indiana,Current smoking among adults aged >= 18 years,22.2
2012,Indiana,Current smoking among adults aged >= 18 years,17.9
2012,Indiana,Current smoking among adults aged >= 18 years,26.5
2012,Indiana,Current smoking among adults aged >= 18 years,39.1
2012,Indiana,Current smoking among adults aged >= 18 years,17.4
2012,Indiana,Current smoking among adults aged >= 18 years,24.3
2012,Indiana,Current smoking among adults aged >= 18 years,24.4
2012,Kansas,Current smoking among adults aged >= 18 years,21.4
2012,Kansas,Current smoking among adults aged >= 18 years,18.3
2012,Kansas,Current smoking among adults aged >= 18 years,9.4
2012,Kansas,Current smoking among adults aged >= 18 years,20.9
2012,Kansas,Current smoking among adults aged >= 18 years,28.5
2012,Kansas,Current smoking among adults aged >= 18 years,24.3
2012,Kansas,Current smoking among adults aged >= 18 years,19.6
2012,Kansas,Current smoking among adults aged >= 18 years,20.5
2012,Kentucky,Current smoking among adults aged >= 18 years,29.9
2012,Kentucky,Current smoking among adults aged >= 18 years,27.2
2012,Kentucky,Current smoking among adults aged >= 18 years,21.8
2012,Kentucky,Current smoking among adults aged >= 18 years,30.9
2012,Kentucky,Current smoking among adults aged >= 18 years,42.6
2012,Kentucky,Current smoking among adults aged >= 18 years,40.1
2012,Kentucky,Current smoking among adults aged >= 18 years,29
2012,Kentucky,Current smoking among adults aged >= 18 years,28.9
2012,Louisiana,Current smoking among adults aged >= 18 years,22.5
2012,Louisiana,Current smoking among adults aged >= 18 years,21.7
2012,Louisiana,Current smoking among adults aged >= 18 years,31.9
2012,Louisiana,Current smoking among adults aged >= 18 years,28.8
2012,Louisiana,Current smoking among adults aged >= 18 years,
2012,Louisiana,Current smoking among adults aged >= 18 years,22.1
2012,Louisiana,Current smoking among adults aged >= 18 years,25.1
2012,Louisiana,Current smoking among adults aged >= 18 years,27
2012,Massachusetts,Current smoking among adults aged >= 18 years,17.7
2012,Massachusetts,Current smoking among adults aged >= 18 years,15.2
2012,Massachusetts,Current smoking among adults aged >= 18 years,16.5
2012,Massachusetts,Current smoking among adults aged >= 18 years,18.4
2012,Massachusetts,Current smoking among adults aged >= 18 years,28.7
2012,Massachusetts,Current smoking among adults aged >= 18 years,13.4
2012,Massachusetts,Current smoking among adults aged >= 18 years,16.7
2012,Massachusetts,Current smoking among adults aged >= 18 years,17.3
2012,Maryland,Current smoking among adults aged >= 18 years,16.4
2012,Maryland,Current smoking among adults aged >= 18 years,15
2012,Maryland,Current smoking among adults aged >= 18 years,10
2012,Maryland,Current smoking among adults aged >= 18 years,17.5
2012,Maryland,Current smoking among adults aged >= 18 years,20
2012,Maryland,Current smoking among adults aged >= 18 years,8.5
2012,Maryland,Current smoking among adults aged >= 18 years,16.2
2012,Maryland,Current smoking among adults aged >= 18 years,18.7
2012,Maine,Current smoking among adults aged >= 18 years,
2012,Maine,Current smoking among adults aged >= 18 years,19.2
2012,Maine,Current smoking among adults aged >= 18 years,14.7
2012,Maine,Current smoking among adults aged >= 18 years,24.6
2012,Maine,Current smoking among adults aged >= 18 years,29.1
2012,Maine,Current smoking among adults aged >= 18 years,34.2
2012,Maine,Current smoking among adults aged >= 18 years,21.8
2012,Maine,Current smoking among adults aged >= 18 years,21.5
2012,Michigan,Current smoking among adults aged >= 18 years,26.2
2012,Michigan,Current smoking among adults aged >= 18 years,24
2012,Michigan,Current smoking among adults aged >= 18 years,25.8
2012,Michigan,Current smoking among adults aged >= 18 years,24.1
2012,Michigan,Current smoking among adults aged >= 18 years,27.7
2012,Michigan,Current smoking among adults aged >= 18 years,25.4
2012,Michigan,Current smoking among adults aged >= 18 years,24
2012,Michigan,Current smoking among adults aged >= 18 years,23.7
2012,Minnesota,Current smoking among adults aged >= 18 years,28.9
2012,Minnesota,Current smoking among adults aged >= 18 years,16.5
2012,Minnesota,Current smoking among adults aged >= 18 years,15.7
2012,Minnesota,Current smoking among adults aged >= 18 years,21.8
2012,Minnesota,Current smoking among adults aged >= 18 years,32.8
2012,Minnesota,Current smoking among adults aged >= 18 years,22.5
2012,Minnesota,Current smoking among adults aged >= 18 years,19.2
2012,Minnesota,Current smoking among adults aged >= 18 years,18.7
2012,Missouri,Current smoking among adults aged >= 18 years,22.3
2012,Missouri,Current smoking among adults aged >= 18 years,22.5
2012,Missouri,Current smoking among adults aged >= 18 years,19.5
2012,Missouri,Current smoking among adults aged >= 18 years,26.4
2012,Missouri,Current smoking among adults aged >= 18 years,42.9
2012,Missouri,Current smoking among adults aged >= 18 years,27.4
2012,Missouri,Current smoking among adults aged >= 18 years,24.4
2012,Missouri,Current smoking among adults aged >= 18 years,25.1
2012,Mississippi,Current smoking among adults aged >= 18 years,21.6
2012,Mississippi,Current smoking among adults aged >= 18 years,21.4
2012,Mississippi,Current smoking among adults aged >= 18 years,25.7
2012,Mississippi,Current smoking among adults aged >= 18 years,27.1
2012,Mississippi,Current smoking among adults aged >= 18 years,35
2012,Mississippi,Current smoking among adults aged >= 18 years,25.3
2012,Mississippi,Current smoking among adults aged >= 18 years,24.2
2012,Mississippi,Current smoking among adults aged >= 18 years,26.3
2012,Montana,Current smoking among adults aged >= 18 years,
2012,Montana,Current smoking among adults aged >= 18 years,19.8
2012,Montana,Current smoking among adults aged >= 18 years,21.8
2012,Montana,Current smoking among adults aged >= 18 years,21
2012,Montana,Current smoking among adults aged >= 18 years,31.7
2012,Montana,Current smoking among adults aged >= 18 years,35.1
2012,Montana,Current smoking among adults aged >= 18 years,20.4
2012,Montana,Current smoking among adults aged >= 18 years,18.8
2012,North Carolina,Current smoking among adults aged >= 18 years,23.3
2012,North Carolina,Current smoking among adults aged >= 18 years,19.7
2012,North Carolina,Current smoking among adults aged >= 18 years,11.8
2012,North Carolina,Current smoking among adults aged >= 18 years,22.7
2012,North Carolina,Current smoking among adults aged >= 18 years,38.5
2012,North Carolina,Current smoking among adults aged >= 18 years,20.2
2012,North Carolina,Current smoking among adults aged >= 18 years,21.2
